nombre,id,tension,fases,seccion,material,fecha_puesta_servicio,propiedad,concesion,geojson
LUJAN GBA - LUJAN II 132 1,,132,,150 mm2,,2007-12-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1156637784257,-34.58710262437],[-59.1155731713141,-34.5874006134038],[-59.0961778884395,-34.5811224187371],[-59.0856082758433,-34.5782243954148],[-59.0849196875179,-34.5773333272086],[-59.0746150820529,-34.5724507731529],[-59.0554253827666,-34.5731335034982],[-59.0425514112695,-34.5734794369932],[-59.0378751872632,-34.5709275089194],[-59.0374557461673,-34.5707138264944],[-59.0370933221191,-34.5595250142819],[-59.0358831211514,-34.5589302873806],[-59.0355816373508,-34.5587644908917]]]}"
PASO TALA - GOYA OESTE 132 1,,132,,300 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2813182554752,-29.172976159811],[-59.2813860164136,-29.1732529438204],[-59.2803618589279,-29.1749886001711],[-59.2671708610859,-29.183050897103],[-59.2541868058883,-29.1910492794672],[-59.2417382954543,-29.1903632433577],[-59.1964040528149,-29.1769428903739],[-59.1614955756426,-29.1820404732622],[-59.1369015095552,-29.1816764426884],[-59.1111371051672,-29.1831332717454],[-59.0957989943472,-29.1732709759285],[-59.0657538401163,-29.1721145650806],[-59.0647782120219,-29.1712278148213],[-59.022871938498,-29.1721404723103],[-58.9948977165043,-29.1702722856558],[-58.9858206062408,-29.1709036006921],[-58.9663552931088,-29.1689150139425],[-58.9382394086424,-29.1692083684349],[-58.9065355180319,-29.1719207168971],[-58.8868126200886,-29.1736794857479],[-58.8749904461773,-29.1748443202908],[-58.8556720096864,-29.1768203012767],[-58.8290508797623,-29.1938766440309],[-58.8063545614858,-29.2083762199157],[-58.790379069136,-29.218618383348],[-58.7869369258116,-29.2208763273368],[-58.7631234092595,-29.2250898425187],[-58.7597127506389,-29.2267945082205],[-58.7370298942917,-29.2433835067896],[-58.7331837139174,-29.2463241646763]]]}"
PI ESQUINA - GOYA OESTE 132 1,,132,,300 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2445130356211,-29.180893448386],[-59.2517569319165,-29.1808700661148],[-59.2688491701965,-29.1782984301599],[-59.2765652644711,-29.1771496852216],[-59.2803933416833,-29.1747427828658],[-59.2810349058144,-29.1733064537522],[-59.280970648045,-29.1730336832811]]]}"
GOYA OESTE - PI GOYA 132 1,,132,,300 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2445094038402,-29.1808109066385],[-59.2517347832152,-29.1808065136933],[-59.2765285487491,-29.1770658590433],[-59.2803113903303,-29.1747194833729],[-59.2809266614933,-29.1733259740103],[-59.2808483334024,-29.1730529132375]]]}"
PI GOYA - GOYA 132 1,,132,,150 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2270468751192,-29.1382979226285],[-59.2270027363387,-29.1381407636632],[-59.2265876020226,-29.1379606644249],[-59.2267003913156,-29.1399220428886],[-59.2278253362578,-29.1425740586815],[-59.2346979327971,-29.1577182652416],[-59.2446188788227,-29.1794638632306],[-59.2445094038402,-29.1808109066385]]]}"
PI GOYA - GOYA 132 1,,132,,150 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2445094038402,-29.1808109066385],[-59.2445094038402,-29.1808109066385]]]}"
BELLA VISTA - GOYA 132 1,,132,,243 mm2,,1993-01-01,TRANSNEA S.A.,TRANSNEA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0192436403927,-28.5072738755395],[-59.0196380364614,-28.5074844930524],[-59.0212422072308,-28.5085860318348],[-59.022870168926,-28.5123085386957],[-59.0244739843827,-28.5160118064618],[-59.0256739999615,-28.5188008871212],[-59.0275840101987,-28.5231930343172],[-59.0294990815328,-28.5275754209236],[-59.0333236868789,-28.5364251062854],[-59.0352372822568,-28.5408493754297],[-59.0332552283556,-28.551305421613],[-59.030695649033,-28.5649137331061],[-59.0294546198018,-28.5715766113743],[-59.0291086405548,-28.5762101424782],[-59.0279163356652,-28.5925362880764],[-59.0261997996382,-28.6160552334703],[-59.0249433836519,-28.6330542280996],[-59.0211294576267,-28.6461878409695],[-59.0189598878894,-28.653580770062],[-59.0176880599291,-28.6579614948405],[-59.008489809194,-28.6894542878245],[-59.0065671307683,-28.6960307399941],[-59.0050474145967,-28.7001484772448],[-59.0024275087654,-28.7062300979483],[-58.9979056039678,-28.7166834488337],[-58.9960136408536,-28.7210316530762],[-58.996625877051,-28.7233343022377],[-58.9972470062486,-28.7256111624314],[-58.9978627899704,-28.72790223181],[-59.0009550076087,-28.7392770547577],[-59.0042416570116,-28.7514072087382],[-59.0061196224593,-28.7583012506611],[-59.0172647272282,-28.7684126660588],[-59.0265330395136,-28.7767792660334],[-59.0302443912766,-28.780123893261],[-59.0344467184505,-28.7950936687858],[-59.0357430831782,-28.7997149077751],[-59.0407218993767,-28.8125672958201],[-59.0448700687827,-28.8232489883882],[-59.0473606941495,-28.8296281205902],[-59.0498405724104,-28.8360488088157],[-59.0541971487181,-28.8472557253257],[-59.0567744291833,-28.8539111723127],[-59.061956291108,-28.8672367930888],[-59.0671238351082,-28.8805217738316],[-59.0714362130799,-28.8916016492452],[-59.0749202666513,-28.9023674864139],[-59.0791211337924,-28.9153068270041],[-59.0832159809202,-28.9235063558546],[-59.0883544505279,-28.9337217391911],[-59.0912313799863,-28.9394447101967],[-59.0952974728265,-28.9475771149934],[-59.1003915115237,-28.9577011822195],[-59.1048145267233,-28.9664909349689],[-59.111283178747,-28.9793512504012],[-59.1168421051648,-28.9904165947221],[-59.12398340094,-29.004619965766],[-59.1259490888195,-29.0085373477512],[-59.1337527069839,-29.0180513287272],[-59.137040037173,-29.0220605566019],[-59.1449579933574,-29.031706591558],[-59.1496278725196,-29.0373950956873],[-59.1543155906382,-29.0430868091554],[-59.1603702836356,-29.0505807337613],[-59.1649419570473,-29.056248614368],[-59.1711685815718,-29.0638187064737],[-59.1739763564142,-29.0750025802817],[-59.1756338115037,-29.0816554095791],[-59.1767379985915,-29.0861467833997],[-59.1788656539193,-29.0948773777339],[-59.1799450071185,-29.0992057572161],[-59.181616506713,-29.1058175592287],[-59.1939791469852,-29.1147100707433],[-59.2250870912414,-29.1366277668551],[-59.2267204179584,-29.1379454763893],[-59.2269613741005,-29.1383127267181]]]}"
ZARATE ATUCHA 1 132 1,,132,,185 mm2,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0494658805382,-34.1043958365506],[-59.0500385376007,-34.1045084486233],[-59.0524428325628,-34.103478619515],[-59.0539279585836,-34.1024918088192],[-59.0810050577508,-34.0883687939427],[-59.0927175600919,-34.0896554197056],[-59.1119409340005,-34.0864796254113],[-59.1127535385784,-34.0856423107705],[-59.136008454425,-34.0652877841365],[-59.193583,-33.987111],[-59.2013695740189,-33.9742745935675],[-59.2028016865088,-33.9740336376328],[-59.2040478388366,-33.974155762535],[-59.205517106849,-33.9733509673596],[-59.2062734771954,-33.9719033530642],[-59.2062835074729,-33.970073123995],[-59.2056287658883,-33.9696451140902],[-59.2056265312334,-33.9690859226569],[-59.205095142796,-33.9690862597224]]]}"
ATUCHA II - G.RODRIGUEZ 500 1,,500,,1288 mm2,,1999-03-19,TRANSENER S.A.,TRANSENER S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.204752988893,-33.9720155329411],[-59.2047769851374,-33.9729636799388],[-59.2037540820207,-33.9761449078113],[-59.1989349219418,-33.9875444706907],[-59.1911014689371,-34.006906161053],[-59.1817387909024,-34.029189217846],[-59.1754169896339,-34.044342993963],[-59.172177671576,-34.0520838556802],[-59.1705345513734,-34.055853739833],[-59.171419929275,-34.0577191566317],[-59.1700777010501,-34.0616514628621],[-59.1658227293599,-34.0735739229761],[-59.16072487628,-34.0884394948392],[-59.1556742815241,-34.102718644814],[-59.1501314644473,-34.1133286350446],[-59.1462826806464,-34.1207274759013],[-59.1388612582701,-34.1351897438056],[-59.1311405223195,-34.1499551677604],[-59.1233739095366,-34.1649935374245],[-59.1192665296494,-34.1731353039783],[-59.115862834168,-34.1809423441455],[-59.1109080144298,-34.1922995340017],[-59.1041958728372,-34.2076437450187],[-59.0957713161368,-34.2269935295477],[-59.0873766815702,-34.2459340448361],[-59.0773093495219,-34.2674236413168],[-59.0701185611315,-34.282642660019],[-59.0647233077276,-34.2942565369937],[-59.0556186363583,-34.3135747116455],[-59.0484283995887,-34.3290139985271],[-59.0447497526473,-34.3366847193781],[-59.0393609142032,-34.3482224382725],[-59.0339097560076,-34.3598178647056],[-59.0339973542967,-34.3639830591855],[-59.0340817414099,-34.3679088851884],[-59.0320793511324,-34.3714849933827],[-59.0281883653741,-34.3782787419185],[-59.0244171098141,-34.3849835204371],[-59.0250214865042,-34.3885708667721],[-59.0257957806564,-34.3922872481919],[-59.0271743335109,-34.3989400798705],[-59.0255268380933,-34.4028296002182],[-59.0206426519254,-34.4144979993408],[-59.017338870828,-34.4223190666418],[-59.015619394344,-34.4261931742249],[-59.0127321309889,-34.4295338153678],[-59.0100903670434,-34.4324801553928],[-59.0014244714389,-34.4422437110353],[-58.9988356348622,-34.445200588533],[-58.9960152914538,-34.4485204037697],[-58.9932604432231,-34.4519453809495],[-58.9905099455301,-34.4554135000636],[-58.9878850029524,-34.45885154909],[-58.9852196224453,-34.4623681532447],[-58.9825360430552,-34.465828614472],[-58.9798467764883,-34.4693992950122],[-58.9771361477935,-34.4728601859091],[-58.9747037282309,-34.4761502293003],[-58.9722077969821,-34.479535466404],[-58.9697586575416,-34.482790362237],[-58.9672765817913,-34.4861357217618],[-58.9647364195715,-34.4895701211495],[-58.962329440087,-34.492848795702],[-58.9599197145186,-34.4960107601798],[-58.9573216470062,-34.4994810862924],[-58.9548497241803,-34.5027831037304],[-58.9523334687091,-34.5062160070481],[-58.9496543156199,-34.5096783534719],[-58.9469294416924,-34.5132214730856],[-58.9442059007811,-34.5166284542847],[-58.9414845653058,-34.5200990011407],[-58.9387374157784,-34.5236029269953],[-58.936690940224,-34.5263127357126],[-58.933682094166,-34.5291903803584],[-58.9329280688232,-34.5299278805733],[-58.9326744569078,-34.529946090971]]]}"
LAS FLORES - ROSAS,1LFRO1,132,3,185/30,AL/AC,1982-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-58.9141460804349,-35.8689124427701],[-58.9142611407075,-35.8686642974558],[-58.9154282121065,-35.8677889939065],[-58.977278,-35.925639],[-59.034722,-35.973917],[-59.084111,-35.97775],[-59.1438059065731,-36.0294399077767],[-59.1442436161212,-36.0290330228446],[-59.1440045560794,-36.0287915351633]]]}"
TANDIL NECOCHEA 132 1,,132,,300 mm2,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1339769318949,-37.2958204592782],[-59.134333,-37.296028],[-59.131806,-37.297333],[-59.102,-37.3205],[-59.092833,-37.320861],[-59.072778,-37.336],[-59.066194,-37.341278],[-59.065556,-37.352194],[-59.072917,-37.366361],[-59.072389,-37.3695],[-58.978861,-37.829111],[-58.959583,-37.870222],[-58.930917,-37.939167],[-58.92675,-37.952472],[-58.925861,-37.954389],[-58.920056,-37.965417],[-58.855444,-38.120083],[-58.80675,-38.236333],[-58.6795,-38.539556],[-58.701444,-38.557361],[-58.703778,-38.558722],[-58.709806,-38.563583],[-58.712722,-38.568056],[-58.713528,-38.569833],[-58.713361,-38.571194],[-58.714833,-38.573528],[-58.715417,-38.574972],[-58.714417,-38.577556],[-58.7120765186246,-38.5782618396015],[-58.7118500941897,-38.5785642005122]]]}"
BALCARCE - TANDIL,1BLTD1,132,3,300/50,AL/AC,1973-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1341676187158,-37.2956899893482],[-59.134333,-37.296028],[-59.131806,-37.297333],[-59.102,-37.3205],[-59.092833,-37.320861],[-59.072778,-37.336],[-59.066194,-37.341278],[-59.056389,-37.348389],[-59.054556,-37.349056],[-59.020550128223,-37.3738289857179],[-58.999,-37.393861],[-58.951639,-37.437972],[-58.949833,-37.438361],[-58.8470934817436,-37.5118136894375],[-58.764056,-37.574833],[-58.659611,-37.585778],[-58.543194,-37.667222],[-58.461583,-37.671694],[-58.460194,-37.673],[-58.366861,-37.739778],[-58.342472,-37.756611],[-58.2725263037753,-37.8068693291244],[-58.2539515677463,-37.8255761996592],[-58.2195,-37.852417],[-58.223167,-37.855472],[-58.2260030143422,-37.8578394975709],[-58.2263476637204,-37.8574917150166]]]}"
LAR ARMAS - TANDIL,1LMTD1,132,3,185/30,AL/AC,1972-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-57.8193559448801,-37.0774624887358],[-57.8196545044866,-37.0774624887358],[-57.83375,-37.077056],[-58.008028,-37.096139],[-58.112167,-37.109944],[-58.424139,-37.135306],[-58.486472,-37.192194],[-58.523333,-37.194917],[-58.680611,-37.218278],[-58.710167,-37.222528],[-58.746806,-37.228639],[-58.758,-37.229861],[-58.768333,-37.231528],[-59.0388175080339,-37.273179585001],[-59.066472,-37.277083],[-59.091028,-37.280583],[-59.092361,-37.280389],[-59.098833,-37.282667],[-59.121111,-37.300861],[-59.130417,-37.293528],[-59.132639,-37.295333]]]}"
ZARATE  LAS PALMAS  132 1,,132,,300 mm2,,2001-09-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1279626704416,-34.0816531299913],[-59.1289027686533,-34.0820935603683],[-59.1306095353701,-34.08957374925],[-59.07286052336,-34.0958901032302],[-59.067128130363,-34.0981444047729],[-59.0585031253435,-34.1015483012509],[-59.0498146191382,-34.104807261946],[-59.0491462778596,-34.1047592635483]]]}"
LAS PALMAS  PROTISA 132 1,,132,,185 mm2,,2005-08-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0946243827969,-34.0598012564962],[-59.0941990847145,-34.0600342335034],[-59.0933726071832,-34.0605147547938],[-59.0926080180049,-34.0609891721996],[-59.091822700434,-34.0614802337538],[-59.091722662363,-34.0616596757847],[-59.1287195791546,-34.0812942587531],[-59.1286025654707,-34.0814407052573],[-59.1283077645949,-34.0815980631107],[-59.1280860405785,-34.0814982513689]]]}"
RESISTENCIA - CD5 CHACO,,132,,300 mm2,,2016-01-01,SECHEEP PAFTT,SECHEEP PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0168435036397,-27.4123672029193],[-59.0185867585837,-27.4107315402799],[-59.0216850594073,-27.4078264464891],[-59.0255749492317,-27.4042924540048],[-59.0312509061846,-27.3993435764298],[-59.033032392157,-27.3977445965273],[-59.0383962663634,-27.3930168188613],[-59.0420062780697,-27.3896964245623],[-59.0456683923607,-27.3864353409539],[-59.0510581339833,-27.3816339931342],[-59.0563205981744,-27.3769363315466],[-59.061715930837,-27.3721229403206],[-59.0666158372959,-27.3677473506489],[-59.0682709604487,-27.3663062237502],[-59.0691935880885,-27.3651474587669],[-59.0732580896507,-27.3599851131737],[-59.0776491664566,-27.3544752130151],[-59.0791036944836,-27.3526565272691],[-59.0807510246066,-27.3486568570878],[-59.0824540133122,-27.3445067151043],[-59.0848969433892,-27.338555624054],[-59.0864228688641,-27.3348623656846],[-59.0872344000308,-27.3329686339406],[-59.090912912879,-27.3298812851108],[-59.0967669601812,-27.3250191552844],[-59.1058560069178,-27.3174282588149],[-59.1078649441046,-27.3157877243773],[-59.1082260429836,-27.3133908807017],[-59.1089210190357,-27.3089273688164],[-59.1095895181746,-27.3044716729135],[-59.1099238885681,-27.302322495757],[-59.1100029600819,-27.30179622612],[-59.1090491746727,-27.3009533195466],[-59.1089093988825,-27.3007217946091]]]}"
CD5 CHACO - RESISTENCIA  2,,132,,300 mm2,,2004-02-01,SECHEEP PAFTT,SECHEEP PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0029278218351,-27.3991975527896],[-59.0025110298243,-27.3995647981193],[-59.004566046802,-27.4014235792677],[-59.0077868373963,-27.4042921032728],[-59.009693793634,-27.406046895732],[-59.01356601746,-27.4095254177273],[-59.0157389936681,-27.4114498176563],[-59.0167873680739,-27.4123547997601],[-59.0168359631479,-27.4123466366092],[-59.0216796559226,-27.4077968871166],[-59.0255614660441,-27.4042692646155],[-59.0312446057268,-27.3993223540707],[-59.0366121050715,-27.3945490469121],[-59.0383790113975,-27.3929991438912],[-59.0419975441349,-27.389666688419],[-59.0456474224174,-27.3864155538064],[-59.049246314659,-27.3832162143254],[-59.0528705120526,-27.3799913866289],[-59.0581004748953,-27.3753046749654],[-59.0617038167577,-27.3720960097327],[-59.0666095805792,-27.3677124206228],[-59.068263734384,-27.3662666469122],[-59.0706138394454,-27.3632909377082],[-59.0732877964071,-27.3598992892659],[-59.0761813081144,-27.3562734695027],[-59.0790776715134,-27.3526513852872],[-59.080729478459,-27.348649475136],[-59.0824299854168,-27.344504709042],[-59.0848789138244,-27.3385440770234],[-59.086400931734,-27.3348420879938],[-59.0872198193788,-27.3329414142508],[-59.0927271089122,-27.3283461372277],[-59.0967477330146,-27.3249986644474],[-59.1078281685423,-27.3157603790339],[-59.1088970914379,-27.3089210760923],[-59.1098866924505,-27.3023185950198],[-59.1099513769508,-27.3018242742727],[-59.1090077688137,-27.3009949315773],[-59.1088284795265,-27.3008195411536]]]}"
RESISTENCIA - GRAN FORMOSA 500 1,,500,,1586.24 mm2,,2005-11-01,LINSA-G.FORM-RESIS-MTE QUEM TI,LINSA-G.FORM-RESIS-MTE QUEM TI,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1090941552057,-27.2983664212531],[-59.1098313100043,-27.2976744178197],[-59.1097914327699,-27.2968899712826],[-59.1075266767125,-27.2935514307114],[-59.0653985948991,-27.2337812799351],[-59.012824026346,-27.1590640478102],[-58.983604162392,-27.117503521402],[-58.9679904239074,-27.0953102736876],[-58.9626579651493,-27.0877692178761],[-58.9601309236032,-27.0842084340569],[-58.9559940342294,-27.0795330304066],[-58.9450773758619,-27.0672435592202],[-58.9389842226448,-27.0602276006142],[-58.9359096773946,-27.0567902260299],[-58.9331793956882,-27.0537315777157],[-58.9276527367222,-27.046683535499],[-58.9190032417745,-27.0356553608906],[-58.9034497305148,-27.015859138471],[-58.8897467832592,-26.998312984314],[-58.8792035059802,-26.9838902203547],[-58.8640619798465,-26.9627930362949],[-58.8539052285203,-26.9485936136013],[-58.8324937625103,-26.9186621146212],[-58.8178230715879,-26.8979834929738],[-58.8000049231559,-26.8730212619669]],[[-58.8000049231559,-26.8730212619669],[-58.7539038886383,-26.8149225329191],[-58.7464247298857,-26.8042570872053],[-58.728583384705,-26.7790811664623],[-58.7238201215888,-26.7716205618206],[-58.7161738307971,-26.7583021642767],[-58.7074725190081,-26.743275123218],[-58.6807940672566,-26.6967636001861],[-58.6523346147127,-26.6474229087684],[-58.632440679176,-26.6303736631733],[-58.6147978032918,-26.6153390851675],[-58.5972698306845,-26.6003679106183],[-58.5797209665723,-26.5853293876825]],[[-58.5797209665723,-26.5853293876825],[-58.5551316653103,-26.5643842530266],[-58.5268759049392,-26.5401832784041],[-58.4412207348677,-26.4667829513716],[-58.4071049073734,-26.4146488838613],[-58.3744305937169,-26.3647187634092],[-58.3403356577275,-26.3131940257186],[-58.307640452566,-26.2638945597434],[-58.2786012607613,-26.2193909354036],[-58.2693254325877,-26.1893999439589],[-58.25687409567,-26.1468182215542],[-58.2497918755105,-26.1232800421326],[-58.2474520269622,-26.1149514546077],[-58.2495411774517,-26.1000185371416],[-58.2500269049405,-26.0973262819169],[-58.2496978637384,-26.0969745018309]]]}"
